Content,Classify
"Màu sắc đẹp như trong ảnh, dáng quần đẹp nhưng hơi bị chật.",0
"Màu xanh đậm không giống hình, màu ở ngoài sáng hơn, vãi cũng tạm không dày",0
"Màu xanh không được đậm như trên ảnh, còn lại đều oke mà chỉ tiếc mỗi màu quần, k đều màu mà có hạt hạt, mua cả hai cái k ưng cái nào được cả.",2
Màu xanh nhạt như ảnh chụp cả quần cận chất đẹp đúng mẫu đúng size giao hàng khá nhanh nói chung ưng nhé sau sẽ ủng hộ shop tiếp ạ,1
Mình 1m47 38kg mặc size S hơi dài tí 🥲,2
"Mình 1m55 45kg mặc size s là vừa luôn ạ , quần mặc lên nhìn rất có eo , vải mềm , đẹp . Rất hài lòng với sản phẩm ạ .",1
Mình 1m64 mua sz M vẫn bị ngắn :)) cảm thấy khó chịu thật chứ quần chỉ dài 93cm thoi :)),2
"Mình 1m65 nặng 48kg mặc vừa size M nha, quần siêu ưng giá cũng vừa phải, mọi người nên mua nha !",1
"Mình 1m67, eo 72, đùi 60 mặc size L vừa vặn. Đường may đẹp ,không chỉ thừa, đúng form. rất đẹp và đáng tiền mua .",1
"Mình cao 1m56 nặng 46kg eo 68 , mình mua lớn hơn 1 size , phần eo thì quần đẹp nhưng phần hông quần bị phình ra , quần rất dài và rộng. Phải đi bóp lại và cắt lai quần . Mn cân nhắc khi mua nha . Nhưng chất vải cực xịn, dày, mềm nhe",0
"màu k giống trên ảnh đâu nhá, ở ngoài màu nhạt hơn nhiều nhiều nhiều, nhìn như bị phai í, còn vải thì cứng xỉu, mang nóng nực với khó chịu nhắm 😭 ví lại cái đai cúc là để trưng cho đẹp thui chứ cũng k dùng để điều chỉnh eo được đâu, ko có ảnh do quần k đẹp nên cũng k chụp lun",2
"Mình cao 1m59, 47kg mặc size M vừa bụng và chiều dài luôn các bạn có thể tham khảo nha, màu xám đen nhìn khá đẹp mà với giá 140k thì chất lượng quá oke rồi , giao hành nhanh. Nói chung là NÊN MUA NHA!!!",1
"Giao hàng nhanh, shipper thân thiện",1
"Giao hàng nhanh.hàng đẹp lắm.chất vải cũng mềm,co giãn .mặc thấy cũng thoải mái.nói chung là nên mua.cho năm sao.thích tính của anh giao hàng quá mà.đáng yêu.",1
Giao hàng quá chậm đợi rất lâu hàng mới về . Theo hình ảnh thì mác áo được dập chìm nhưng nhận đc hàng mác áo ko giống như hình ảnh. Tạm chấp nhận chất lượng . Nhưng gắn mác hàng hiệu ko bằng áo hàng ....,2
"Mình cao m65 mặc vừa. Chất quần đẹp, màu đẹp. Form ổn. Phần gấu rộng bằng phần ống trên nên nhìn hơi loe ống. Được",1
"Mình cao m65, 50kg, vòng 2 63, vòng 3 90, shop tư vấn mua size M, vừa chiều dài nhưng rộng eo, rộng tầm 3-4 cm, rất tiếc vì đã không đặt size S, muốn đổi mà phí ship hơi cao.",0
mình có pass lại á nha chưa mặc còn mạc luôn zl 0794213181,0
Mình đã mua 1 đơn hàng trên 1triệu và giờ đến thì không mặc vừa nên mình muốn liên hệ lại shop để đổi size vì trên bill ghi là 7 ngày đổi trả nhưng shop ko hề phản hồi mọi người ạ😓 Lần nào mình vào nhắn 1 tn cũng thấy vừa of 1-2 phút trước nhưng ko hề tl tn của mình.,2
Mình đặt màu xám mà giao màu đen.với lại quần này chả chất lượng quần này là quần nhuộm đen vải thì mềm hong dày độ co giãn thì 0 có nha lên form dáng thì đẹp nha :)) vận chuyển thì nhanh,2
hình ảnh mang tính chất nhận xu :)),0
"mình đặt màu xanh nhạt mà shop gửi như màu xanh đậm, không giống màu xanh nhạt mình xem hình feedback. Hơi thất vọng",2
Mình đặt size M ko biết vừa ko vì mình thấy nó khá to á,0
"Mình m54 - 44kg mặc size S khá vừa vặn, eo hơi rộng 1 xíu thôi, nhưng quần thì rất dày luôn mang giày sneaker có miếng lót 1 - 2cm cộng với đế giày trong sẽ ổn hơn. Mình mua 2 cái quần của shop cái kia màu xanh nhạt thì không mùi còn cái này thì hôi lắm luôn, giặt 2 lần + xả luôn mà vẫn còn nghe mùi hôi.",2
"mình m55, 45kg mặc vừa nha, hơi dài đối với mình, vải mát, lưng cao, có chỉ thừa nh ít, vải co dãn tí là ok luôn, shop nhiệt tình, nch là ok nên mua nhaaaaa",1
"Mình m57 eo 64 mặc size s vừa đẹp. Dáng quần đẹp, chất ổn k co giãn, đặt màu xám nhưng quần ngả đen nhiều hơn. Ncl ưng.",1
"mình m6 46kg eo 65 mặc size M rất vừa ưng lắm ạ, độ dài vừa trùm đc giày",1
Mình mua size s là mac vua lân nay mình mua size L cho ban mình mà hổng vua mình mặc lại vừa!!,0
Mình muốn mua quần bò dày và đứng dáng hơn. Quần này vải khá mỏng và lúc mình nhận có rất nhiều cái gì đó dính lên quần nên hơi mất thiện cảm. Quần giống mô tả của shop nhưng mình sờ chất vải có vẻ dễ mất màu và nhăn sau khi giặt nên làm theo mẹo để vào ngăn đá rồi mới giặt. Do vậy chưa kịp chụp ảnh. Mọi người xem video mở nhé. Mình đặt ngày 15/2 và hqua 17/2 nhận rồi.,2
mình thấy vãi mền đẹp hợp với túi tiền ce,1
"Mk m6, 55 cân, eo 72 mặc size XL eo vừa in luôn, không bị chật đùi. Chất vải ổn, ít chỉ thừa. Sẽ ủng hộ shop tiếp",1
Mở ra thấy phần khoá kéo bị bung chỉ nên 4 ⭐️,2
Mô tả của shop là mình mặc size M là vừa mua tới size L cho rộng ai ngờ chật quá lun í hơi bùn:(( kéo quần khó khăn cực lun :((,2
mỗi cái là mùi quần hơi hơi với lại có chút chỉ thừa .,2
Mọi ng nhớ check kĩ số đo trước khi đặt nhe🥲,0
"Mình cao 1m58 nặng 60kg mà ham rộng mua 3xl nên hơi lố rồi 😅 ai có cận nặng như mình thì khoảng 2xl là thoải mái rồi á, chất vải cực kì đẹp luôn nha mọi người, ưng ý lắm",1
"Mọi người ơi, em cao 1m55 mua size S dài lắm ý, hình như có nhầm lẫn gì ở đây, chứ nó dài gần nách em luôn ý😑",0
"Mới nhận hàng thử vào thấy khá ưng, nhưng khi giặt 1 nước đầu, màu ra quá nhiều, phần màu làm bây sang phần trắng. Đúng mặc được 1 lần đó thôi, giặt xong vứt đồ :) ko hiểu sao thời này vẫn có shop bán hàng nhả màu như này",2
"Hàng đẹp lắm mọi người ơi nhưng mua về phải đục lỗ quần hơi cực xíu,màu nên rất đẹp,cạp cao.shop tư vẫn rất dễ thương 😍😍😍😍😍",1
Mọi thứ đều rất ok nhma chiều dài quần so với mình hơi ngắn :((( b nào trên m65 nên cân nhắc khi mua ạ,0
"mũ thì mở ra đã có vết kia. quần với giá thì ổn dẽ xù màu dễ phai. Quần mở ra đã xù như thế kh biết giặt nh lần như nào nữa Các e chú ý ngày mai đến trường thi trước giờ vào phòng thi nhé, kính nhờ bố mẹ nhắc các con đi thi đầy đủ và đúng giờ ạ. Chúc các em ôn tập và làm bài thi tốt!",2
"Mua đi các bạn ơi, quần siêu đẹp với mức giá đó luôn á. Mình là chúa k đánh gía sp vì lười. Nhưng vì dịch vụ cskh bên shop quá tốt và nhiệt tình nên phải lội lại để đánh giá. Shop hỗ trợ mình đổi size nhiệt tình lắm ạ. Cảm ơn shop",1
Mua đi nói gì nhiều nữa!!,1
"Mua đúng số đo nhma vẫn hơi chật bụng, chất vải tạm thôi, xù chỉ sao ấy, giặt ra đen",2
Mua được ạ,1
"Quần được giao nhanh chóng, đóng gói hàng cẩn thận, mặc rất thích, giá phù hợp với học sinh sinh viên",1
"Mua lần nào của shop cũng ok hết, vải đẹp lắm. Lên form chuẩn, mình 1m55, 45kg mặc vừa y size M, với giá này mà đc 1 em quần như vậy thì quá xuất sắc luôn. 10đ ạ",1
"Mua lố 1 sz vì thích rộng rộng chút cho đỡ chật ngồi đau cấn, hàng về cái rộng cái eo vl luôn còn cái ống thì đúng ý mình r.tính đem sửa mà th t tự may cho rồi cũng oke nói mn đặt đúng sz thôi đừng tăng hay giảm nhé;))",1
mua loại đắt tiền hơn ạ,0
"Mua theo bảng size của shop mà eo rộng quá , vải ok",1
ncl với giá này thì ok phết nhma ống quần nó bự lắm mng ơi nên cân nhắc trc khi mua nha😭😭😭😭😭😭😭😭😭😭😭,2
"Nên mua nha mấy má, chưa tới 100k mà đc cái quần lẫn chất đẹp, ra chợ cũng y vậy nó hô 160,170, thôi đặt sô pi ráng chờ xíu mà có 60k ăn 2 tô bún zò 👌",1
"Nên mua nhé mọi người, 9.5/10đ ❤️",1
Nên mua rất đẹp nha mn 1m5 42kg eo 62 vừa y cái size s luôn nha màu xanh đậm lên dáng rất ok nên mua,1
nếu mấy bạn bị bụng dưới to đặt 4xl thì suy nghĩ kĩ hãy đặt nha tại phần lưng mở ra cũng hơi nhỏ á không thấy chie thừa chất liệu cầm lên sờ đã,0
Ngoài việc túi bọc bị rách và như bị tái sử dụng ra thì chất lượng tốt lắm nha mn.,1
Nhận được hàng rất ưng nhé! Xem mấy shop khác sai S mua toàn bị rộng Nhưng mà hàng shop này chuẩn sz nha. 42kg 1m50 mặc sz S vừa in luôn. Độ rộng Quần vừa phải chiều dài phù hợp. Trắng ở đây không phải là trắng tinh mà trắng hơi hơi ngà 1 tí rất okela nha. Nchung là ưng. À quên mùi cũng. Thơm nữa,1
Nhờ shop tư vấn mà mình lấy đúng size mặc vừa khít luôn ạ,1
"Nhưng được cái chất vải dày đẹp,",1
"Quần đẹp giao hàng cũng nhanh, nhưng tui đánh giá 3 sao là tại thái độ của shop nhắn tin chỉ hỏi tui m60 45 ký mặc size nào nhưng đợi k trả lời gì mà trong khi đó tui thấy shop hoạt động, tui nhắn thêm nữa mới trl như sáng nay tui k nhắn thêm chắc cũng k trả lời luôn mong shop khắc phục nhé bực vl",2
"Quần đẹp giống mẫu ,đc tặng kèm dây buộc tóc ,nhưng vì dịch nên giao hàng hơi lâu🙁😊",1
Nhưng quần hơn ngắn so với size,2
Quần đẹp lắm ặ. Nhma nhược điểm của quần là do eo nhỏ quá ạ. Mình đặt size M vừa eo nhg khi sơ vin vào thì hơi chật. Shop nên lưu ý,2
"Nhưng ko sao, chắc do lỗi 1 chút, mong shop lần sau cẩn thận hơn 1 xíu nhe.",1
"quần đẹp ạ, mình 38kg mang size S vừa in nha, giao hàng nhanh, hợp với giá tiền lắm nè, nên mua nhe💕",1
"Nhưng sau 1 lần giặt thì phải gọi là rất thất vọng với sản phẩm, bộ thể thao vận động hay mặc nhà mà giặt một cái loang hết màu xanh sang phần vải trắng. Xong nhìn phần trắng thành màu cháo lòng loang lổ luôn",2
"Nhưnh ship rất lâu trong nội thành hà nội mất hơn 1 tuần, khá là thất vọng",2
"Nói về chất trước thì chất kh quá mỏng về số đo thì dài hơn mình nghĩ form cũng không quá đẹp về phần màu thì hơi tối so với ảnh, còn khá nhiều chỉ thừa và khoá kéo hơi khó khi kéo nhưng bù lại thì shop rất chu đáo giao hàng nhanh",0
"ở ngoài xinh lắm ạ, mình m55 nặng 53kg đùi 55-56 mặc size L rất vừa và thoải mái, màu xinh dáng cũng xinh, chung là ưng lắm",1
Quần đẹp. Khá dày dặn. Chưa thử nên ko biết vừa ko.quần hơi mùi. Bên trong khâu chỉ hồng. Ui. Mất hết cảm tình.,2
Quần đep.chất vải siêu co giãn.mình 1m54 .49kg mặc size L vừa lắm nhé.,1
Quần đúng với mong đợi của mình quá đẹp quá suất sắc gói hàng kỹ giao hàng nhanh quá đẹp quá xuất sắc đáng đồng tiền bát gạo lên from cực xịn,1
"quần form đẹp lắm mng , giá khá rẻ , m52 size L vừa độ dài luôn ạ",1
"Quần form đẹp. Nhưng k hiểu s sau lần giặt đầu tiên, quần bốc mùi hôi như bị mốc, dù mình đã giặt kĩ và ngâm với nước xả. Mùi này hình như là mùi lưu huỳnh do quần được nhuộm đen nhiều lần. Giờ mình cũng k biết phải làm s với nó luôn ...",2
quần giao nhanh đặt hôm qua hôm nay có rồi. Vải hình như hơi mỏng nhưng mang lên đẹp. Màu ở ngoài sáng đẹp hơn trong hình :((,1
"Ôi shop chuẩn bị hàng và giao nhanh cực, mình mới đặt hôm qua mà hôm nay đã tới rồi. Chất liệu quần khá mềm, không bị thô cầm lên khá nặng tay, với giá tiền như vậy thì quả thật xứng đáng lắm ạ",1
"Mua liền đi mng ơi, mới đầu mình hơi lo tại mua hoài quần kiểu v mà k giống hình, lần này hơn cả mong đợi luôn, lưng cao hơn 2 gang tay lận mấy bà hơn, xinh xỉu",1
"oke nha bà con, thích thì nhích 1 sz mặc cho rộng đẹp tí.",1
"omg đẹp quãi mụi ngừi, chất vải ko quá mỏng mặc mùa hè mát nè, tui chụp ko chuẩn màu nma màu đẹp như hình nhé, m6 mặc quệt cả đất =))) nma đi giày lên quần phủ giày đẹp lém với giá này quá ok r nm nên mua nhó",1
Ống dài phần dưới của ống quần mặc nhìn to ra xấu,2
Ống to thế,2
Quá đẹp mn ạ.video hình ảnh ko liên quan lắm mình nhát chup.đánh giá để nhận xuu haha.mn nên mua ạ,1
"quá là ưng luôn í, giao hàng siêu nhanh shipper thân thiện nữa, quần rất đẹp so với mong đợi luôn í, với giá này thì rất là oce rồii",1
"quá rẻ cho một chiếc quần jean này, phải mua liền và đặt liền nhéeee, lần đầu mua mà thấy ưng ý quá trờiii, vải bao dày dặn luôn á",1
"Quá tuyệt vời cho 1 cái quần, săn ngày sale áp xu nữa mua còn 44k, quần đẹp lắm nha 40kg mang vừa size s luôn đỡ phải bóp eo kkk, xịn lắm cho shop 10 đỉm",1
"Quá ưng với chiếc quần này. Mình 1,58m 46kg bụng dưới to (>70cm) mặc lên rất thoải mái, gọn. Quần mềm, co giãn tốt, dài hết chân chứ ko bị cộc đâu. Mới mua thử 1 chiếc lúc nào cần sẽ mua thêm. Thanks shop.",1
"Quần áo siêu xinh luôn mng, quần thì mình mua 2 lần ròi, còn áo kh ngờ xinh mà vải mát v luôn á. Chắc chắn sẽ ủng hộ shop nữa",1
"Quần bị rách 1 chỗ nhỏ, giao hàng nhanh, shipper thân thiện :(",0
"Quần bị thủng 1 lỗ nhỏ, tại mình ko để ý nên cũng cắt tag vs giặt rồi nên ko hoàn hàng đc, eo 65 mặc vừa khít size M nha",2
Quần bị xù lôn nhiều ko đc thích cho lắm,2
"Quần cầm nặng tay form thì cx ok nhm dài và vì ống rộng nên ống cx khá to, chắc sẽ đi cắt và bóp lại.",0
"Chất vải hơi bí nhưng với giá này thì như vậy là tuyệt vời rùi. Mình cao m62, nặng 46 cân thì mặc XL siêu ưng lun nha. Quần có dây rút nên k lo rộng bụng đâu nhe",1
"Chất vải mềm nhưng không được đanh lắm, hơi xù và bám bẩn. 1m55, 45kg mặc size S hơi rộng eo 1 tí và hơi dài",0
"Chất vải mịn , chắc giặt kh bị xù đâu nma giặt bị phai màu:((",2
"Quần cầm nặng tay lắm ạ, đúng số đo, form đẹp , shipper thoải mái. Ns chung nên mua 1 cái hihih",1
"Quần cầm nhẹ tay mình cao m53 nặng 44kg mặc vào cạp quần khá dài mọi người lưu ý nha form lên không được đẹp, kh đứng dáng. Giao hàng lâu nha mn lưu ý mình đặt hôm 10/10 mà 18/10 shop ms giao cho bên vận chuyển nha. Đóng gói bth",2
